,,,,,,,,
,Reporting Date,NSE S&P CNX NIFTY,BSE BANKEX,REPO RATE (OVERNIGHT),REVERSE REPO RATE (OVERNIGHT),DAILY CALL MONEY RATE -HIGH,DAILY CALL MONEY RATE - LOW,RBI'S REFERENCE RATE: INR PER USD
,,Index,Index,Per cent,Per cent,Per cent,Per cent,Rupees
,24-Nov-2020,13055.15,34138.29,4,3.35,3.4,1.9,73.9752
,23-Nov-2020,12926.45,33346.88,4,3.35,3.4,1.9,74.1409
,22-Nov-2020,wh,wh,wh,wh,wh,wh,wh
,21-Nov-2020,,,4,3.35,3.5,2.5,
,20-Nov-2020,12859.05,33604.81,4,3.35,3.4,2.5,74.1598
,19-Nov-2020,12771.7,33205.95,4,3.35,3.5,1.8,74.2555
,18-Nov-2020,12938.25,34145.31,4,3.35,3.4,1.8,74.3629
,17-Nov-2020,12874.2,33463.35,4,3.35,3.4,1.8,74.5087
,16-Nov-2020,,,4,3.35,0,0,
,15-Nov-2020,wh,wh,wh,wh,wh,wh,wh
,14-Nov-2020,12780.25,32846.27,4,3.35,,,
,13-Nov-2020,12719.95,32719.76,4,3.35,3.5,1.8,74.6713
,12-Nov-2020,12690.8,32435,4,3.35,3.45,1.8,74.45
,11-Nov-2020,12749.15,33114.55,4,3.35,3.5,1.8,74.2529
,10-Nov-2020,12631.1,32758.13,4,3.35,3.5,1.8,74.2116
,09-Nov-2020,12461.05,31598.96,4,3.35,3.5,1.8,73.9258
,08-Nov-2020,wh,wh,wh,wh,wh,wh,wh
,07-Nov-2020,,,4,3.35,3.9,2.45,
,06-Nov-2020,12263.55,30744.16,4,3.35,3.15,2.5,74.0535
,05-Nov-2020,12120.3,30186.81,4,3.35,3.45,1.8,74.2677
,04-Nov-2020,11908.5,29554.92,4,3.35,3.45,1.8,74.6915
,03-Nov-2020,11813.5,29447.94,4,3.35,3.5,1.8,74.326
,02-Nov-2020,11669.15,28531.21,4,3.35,3.45,1.8,74.322
,01-Nov-2020,wh,wh,wh,wh,wh,wh,wh
,31-Oct-2020,,,4,3.35,,,
,30-Oct-2020,11642.4,27388.62,4,3.35,,,
,29-Oct-2020,11670.8,27643.81,4,3.35,3.3,2.5,73.9732
,28-Oct-2020,11729.6,27733,4,3.35,,,73.765
,27-Oct-2020,11889.4,28380.5,4,3.35,3.55,1.8,73.7487
,26-Oct-2020,11767.75,27413.21,4,3.35,3.5,1.8,73.7331
,25-Oct-2020,wh,wh,wh,wh,wh,wh,wh
,24-Oct-2020,,,4,3.35,,,
,23-Oct-2020,11930.35,27785.94,4,3.35,3.5,1.5,73.578
,22-Oct-2020,11896.45,27803.9,4,3.35,3.5,1.8,73.6557
,21-Oct-2020,11937.65,27969.34,4,3.35,3.5,1.8,73.4546
,20-Oct-2020,11896.8,27592.93,4,3.35,3.8,1.8,73.3337
,19-Oct-2020,11873.05,27574.09,4,3.35,3.8,1.8,73.4189
,18-Oct-2020,wh,wh,wh,wh,wh,wh,wh
,17-Oct-2020,,,4,3.35,3.3,2.5,
,16-Oct-2020,11762.45,26680.86,4,3.35,3.8,2.5,73.383
,15-Oct-2020,11680.35,26169.76,4,3.35,3.85,1.8,73.2677
,14-Oct-2020,11971.05,27064.41,4,3.35,3.9,1.8,73.4558
,13-Oct-2020,11934.5,26631.87,4,3.35,3.9,1.8,73.379
,12-Oct-2020,11930.95,26843.05,4,3.35,3.9,1.8,
,11-Oct-2020,wh,wh,wh,wh,wh,wh,wh
,10-Oct-2020,,,4,3.35,,,
,09-Oct-2020,11914.2,26964.37,4,3.35,3.9,1.5,73.2103
,08-Oct-2020,11834.6,26271.67,4,3.35,3.9,1.8,73.2943
,07-Oct-2020,11738.85,26048.74,4,3.35,3.9,1.8,73.3603
,06-Oct-2020,11662.4,25951.6,4,3.35,3.9,1.8,73.3684
,05-Oct-2020,11503.35,25427.76,4,3.35,4,1.8,73.264
,04-Oct-2020,wh,wh,wh,wh,wh,wh,wh
,03-Oct-2020,,,4,3.35,3.3,2.5,
,02-Oct-2020,,,4,3.35,,,
,01-Oct-2020,11416.95,25264.1,4,3.35,3.9,2.5,73.3834
,30-Sep-2020,11247.55,24354.7,4,3.35,4,1.8,73.7978
,29-Sep-2020,11222.4,24312.13,4,3.35,3.9,1.8,73.8521
,28-Sep-2020,11227.55,24619.85,4,3.35,4,1.8,73.5733
,27-Sep-2020,wh,wh,wh,wh,wh,wh,wh
,26-Sep-2020,,,4,3.35,,,
,25-Sep-2020,11050.25,23815.47,4,3.35,4,1.5,73.7297
,24-Sep-2020,10805.55,23264.75,4,3.35,4,2,73.9246
,23-Sep-2020,11131.85,24086.14,4,3.35,4,1.8,73.6273
,22-Sep-2020,11153.65,24054.51,4,3.35,4,1.8,73.4951
,21-Sep-2020,11250.55,24296.73,4,3.35,4,1.8,73.3164
,20-Sep-2020,wh,wh,wh,wh,wh,wh,wh
,19-Sep-2020,,,4,3.35,,,
,18-Sep-2020,11504.95,25035.95,4,3.35,3.5,2.5,73.297
,17-Sep-2020,11516.1,25323.27,4,3.35,4.05,1.8,
,16-Sep-2020,11604.55,25626.2,4,3.35,4,1.8,73.7451
,15-Sep-2020,11521.8,25541.57,4,3.35,4.05,1.8,73.4169
,14-Sep-2020,11440.05,25107.2,4,3.35,4,1.8,73.383
,13-Sep-2020,wh,wh,wh,wh,wh,wh,wh
,12-Sep-2020,,,4,3.35,,,
,11-Sep-2020,11464.45,25505.33,4,3.35,4.05,1.5,73.4737
,10-Sep-2020,11449.25,25483.03,4,3.35,4.05,1.8,73.3541
,09-Sep-2020,11278,25273.68,4,3.35,4.05,1.8,73.6728
,08-Sep-2020,11317.35,25827.54,4,3.35,4.05,1.8,73.4272
,07-Sep-2020,11355.05,26059.38,4,3.35,4.1,1.8,73.2831
,06-Sep-2020,wh,wh,wh,wh,wh,wh,wh
,05-Sep-2020,,,4,3.35,3.95,2.15,
,04-Sep-2020,11333.85,26133.54,4,3.35,3.4,2.15,73.338
,03-Sep-2020,11527.45,26716.57,4,3.35,4.05,1.8,73.356
,02-Sep-2020,11535,27125.49,4,3.35,4.1,1.8,73.0126
,01-Sep-2020,11470.25,27080.87,4,3.35,4.1,1.8,72.8204
,31-Aug-2020,11387.5,26972.91,4,3.35,4.1,1.8,73.5951
,30-Aug-2020,wh,wh,wh,wh,wh,wh,wh
,29-Aug-2020,,,4,3.35,3.3,2.8,
,28-Aug-2020,11647.6,27891.81,4,3.35,3.35,2.4,73.3528
,27-Aug-2020,11559.25,26819.68,4,3.35,4.1,1.8,74.3263
,26-Aug-2020,11549.6,26609.44,4,3.35,4.1,1.8,74.3541
,25-Aug-2020,11472.25,26216.06,4,3.35,4.1,1.8,74.3952
,24-Aug-2020,11466.45,25896.81,4,3.35,4.1,1.8,74.8282
,23-Aug-2020,wh,wh,wh,wh,wh,wh,wh
,22-Aug-2020,,,4,3.35,,,
,21-Aug-2020,11371.6,25278.4,4,3.35,4.1,1.8,74.8755
,20-Aug-2020,11312.2,24960.36,4,3.35,4.1,1.8,75.0062
,19-Aug-2020,11408.4,25305.41,4,3.35,4.1,1.8,74.7608
,18-Aug-2020,11385.35,25190.51,4,3.35,4.1,1.8,74.819
,17-Aug-2020,11247.1,24658.95,4,3.35,4.1,1.8,74.8464
,16-Aug-2020,wh,wh,wh,wh,wh,wh,wh
,15-Aug-2020,,,4,3.35,,,
,14-Aug-2020,11178.4,24597.83,4,3.35,4.1,1.8,74.7721
,13-Aug-2020,11300.45,25146.98,4,3.35,4.1,1.8,74.8369
,12-Aug-2020,11308.4,25213.37,4,3.35,4.1,1.8,74.8286
,11-Aug-2020,11322.5,25233.96,4,3.35,4.1,1.8,74.8436
,10-Aug-2020,11270.15,24883.85,4,3.35,4.1,1.8,74.878
,09-Aug-2020,wh,wh,wh,wh,wh,wh,wh
,08-Aug-2020,,,4,3.35,,,
,07-Aug-2020,11214.05,24696.24,4,3.35,4.1,1.8,74.9556
,06-Aug-2020,11200.15,24603.26,4,3.35,4.1,1.8,74.8591
,05-Aug-2020,11101.65,24430.05,4,3.35,,,74.9086
,04-Aug-2020,11095.25,24388.12,4,3.35,4.1,1.8,75.0894
,03-Aug-2020,10891.6,23926.98,4,3.35,4.1,1.8,74.9789
,02-Aug-2020,wh,wh,wh,wh,wh,wh,wh
,01-Aug-2020,,,4,3.35,,,
,31-Jul-2020,11073.45,24599.48,4,3.35,4.1,1.8,74.7722
,30-Jul-2020,11102.15,24626.99,4,3.35,4.1,1.8,74.8412
,29-Jul-2020,11202.85,25067.17,4,3.35,4.1,1.8,74.7667
,28-Jul-2020,11300.55,25071.15,4,3.35,4.1,1.8,74.7458
,27-Jul-2020,11131.8,24765.98,4,3.35,4.1,1.8,74.762
,26-Jul-2020,wh,wh,wh,wh,wh,wh,wh
,25-Jul-2020,,,4,3.35,,,
,24-Jul-2020,11194.15,25684.39,4,3.35,4.1,1.8,74.8672
,23-Jul-2020,11215.45,26188.83,4,3.35,4.1,1.8,74.7548
,22-Jul-2020,11132.6,25914.52,4,3.35,4.1,1.8,74.6848
,21-Jul-2020,11162.25,25807.65,4,3.35,4.1,1.8,74.7678
,20-Jul-2020,11022.2,25216.87,4,3.35,4.1,1.8,74.9666
,19-Jul-2020,wh,wh,wh,wh,wh,wh,wh
,18-Jul-2020,,,4,3.35,4.1,2.15,
,17-Jul-2020,10901.7,24873.64,4,3.35,4.1,2.15,75.1015
,16-Jul-2020,10739.95,24464.85,4,3.35,4.1,1.8,75.242
,15-Jul-2020,10618.2,24169.89,4,3.35,4.1,1.8,75.3123
,14-Jul-2020,10607.35,24230.15,4,3.35,4.1,1.8,75.3935
,13-Jul-2020,10802.7,24995.22,4,3.35,4.1,1.8,75.1567
,12-Jul-2020,wh,wh,wh,wh,wh,wh,wh
,11-Jul-2020,,,4,3.35,,,
,10-Jul-2020,10768.05,25347.89,4,3.35,4.1,1.8,75.2865
,09-Jul-2020,10813.45,25922.31,4,3.35,4.05,1.8,75.0031
,08-Jul-2020,10705.75,25547.89,4,3.35,4.1,1.8,75.027
,07-Jul-2020,10799.65,25631.44,4,3.35,4.1,1.8,74.8609
,06-Jul-2020,10763.65,25152.49,4,3.35,4.1,1.8,74.6822
,05-Jul-2020,wh,wh,wh,wh,wh,wh,wh
,04-Jul-2020,,,4,3.35,3.3,2.15,
,03-Jul-2020,10607.35,24794.51,4,3.35,4,2.15,74.7843
,02-Jul-2020,10551.7,24890.9,4,3.35,4.1,1.8,75.4876
,01-Jul-2020,10430.05,24938.53,4,3.35,4.1,1.8,75.5813
,30-Jun-2020,10302.1,24293.83,4,3.35,4.1,1.8,75.527
,29-Jun-2020,10312.4,24249.77,4,3.35,4.05,1.8,75.568
,28-Jun-2020,wh,wh,wh,wh,wh,wh,wh
,27-Jun-2020,,,4,3.35,,,
,26-Jun-2020,10383,24465.39,4,3.35,4.1,1.8,75.4757
,25-Jun-2020,10288.9,24446.68,4,3.35,4.05,1.8,75.6349
,24-Jun-2020,10305.3,24296.57,4,3.35,4.1,1.8,75.7087
,23-Jun-2020,10471,25329.33,4,3.35,4.1,1.8,75.7549
,22-Jun-2020,10311.2,24711.23,4,3.35,4.05,1.8,76.062
,21-Jun-2020,wh,wh,wh,wh,wh,wh,wh
,20-Jun-2020,,,4,3.35,3.3,2.15,
,19-Jun-2020,10244.4,24243.44,4,3.35,4.1,2.15,76.2144
,18-Jun-2020,10091.65,23867.23,4,3.35,4.05,1.8,76.1509
,17-Jun-2020,9881.15,22991.38,4,3.35,4.05,1.8,76.2032
,16-Jun-2020,9914,23111.04,4,3.35,4.05,1.8,75.841
,15-Jun-2020,9813.7,22669.21,4,3.35,4.05,1.8,76.1056
,14-Jun-2020,wh,wh,wh,wh,wh,wh,wh
,13-Jun-2020,,,4,3.35,,,
,12-Jun-2020,9972.9,23498.6,4,3.35,4.1,1.8,75.973
,11-Jun-2020,9902,23431.24,4,3.35,4.1,1.8,75.7907
,10-Jun-2020,10116.15,24102.77,4,3.35,4.1,1.8,75.4688
,09-Jun-2020,10046.65,23678.84,4,3.35,4.1,1.8,75.4931
,08-Jun-2020,10167.45,24235.74,4,3.35,4.1,1.8,75.6307
,07-Jun-2020,wh,wh,wh,wh,wh,wh,wh
,06-Jun-2020,,,4,3.35,4.02,2.15,
,05-Jun-2020,10142.15,24077.99,4,3.35,3.35,2.15,75.4665
,04-Jun-2020,10029.1,23437.28,4,3.35,4.15,2.15,75.529
,03-Jun-2020,10061.55,24088.6,4,3.35,4.15,2.15,75.326
,02-Jun-2020,9979.1,23599.85,4,3.35,4.15,1.5,75.5871
,01-Jun-2020,9826.15,22856.8,4,3.35,4.15,1.8,75.4792
,31-May-2020,wh,wh,wh,wh,wh,wh,wh
,30-May-2020,,,4,3.35,4.1,2.15,
,29-May-2020,9580.3,22135.67,4,3.35,4.1,2.15,75.6369
,28-May-2020,9490.1,22021.66,4,3.35,4.15,1.8,75.7501
,27-May-2020,9314.95,21516.08,4,3.35,4.15,1.8,75.6476
,26-May-2020,9029.05,20050.63,4,3.35,4.2,1.8,75.6404
,25-May-2020,,,4,3.35,,,
,24-May-2020,wh,wh,wh,wh,wh,wh,wh
,23-May-2020,,,4,3.35,,,
,22-May-2020,9039.25,19909.45,4,3.35,4.5,2.15,75.7868
,21-May-2020,9106.25,20406.62,4,3.35,4.5,2,75.7785
,20-May-2020,9066.55,20551.72,4,3.35,4.55,2,75.6712
,19-May-2020,8879.1,20107.1,4,3.35,4.55,2.3,75.6638
,18-May-2020,8823.25,20132.51,4,3.35,4.45,2.3,75.9345
,17-May-2020,wh,wh,wh,wh,wh,wh,wh
,16-May-2020,,,4,3.35,3.7,2.55,
,15-May-2020,9136.85,21576.07,4.4,3.75,4.5,2.55,75.5634
,14-May-2020,9142.75,21812.98,4.4,3.75,4.5,2.3,75.444
,13-May-2020,9383.55,22408.11,4.4,3.75,4.3,2.3,75.3885
,12-May-2020,9196.55,21571.66,4.4,3.75,4.3,2.3,75.7944
,11-May-2020,9239.2,21697.08,4.4,3.75,4.5,2.3,75.6838
,10-May-2020,wh,wh,wh,wh,wh,wh,wh
,09-May-2020,,,4.4,3.75,,,
,08-May-2020,9251.5,22211.18,4.4,3.75,4.5,2.3,75.4411
,07-May-2020,9199.05,22306.48,4.4,3.75,,,
,06-May-2020,9270.9,22582.08,4.4,3.75,4.5,2.3,75.6911
,05-May-2020,9205.6,22141.95,4.4,3.75,4.5,2.3,75.5715
,04-May-2020,9293.5,22684.37,4.4,3.75,4.5,2.4,75.7902
,03-May-2020,wh,wh,wh,wh,wh,wh,wh
,02-May-2020,,,4.4,3.75,4.25,2.8,
,01-May-2020,,,4.4,3.75,,,
,30-Apr-2020,9859.9,24724.52,4.4,3.75,4.5,2.85,75.115
,29-Apr-2020,9553.35,24217.97,4.4,3.75,4.5,2.3,75.6961
,28-Apr-2020,9380.9,23796.62,4.4,3.75,4.5,2.25,76.371
,27-Apr-2020,9282.3,23115.93,4.4,3.75,4.5,2,76.1269
,26-Apr-2020,wh,wh,wh,wh,wh,wh,wh
,25-Apr-2020,,,4.4,3.75,,,
,24-Apr-2020,9154.4,22469.52,4.4,3.75,5,2.3,76.4173
,23-Apr-2020,9313.9,23236.09,4.4,3.75,4.55,2.3,76.0635
,22-Apr-2020,9187.3,22473.46,4.4,3.75,4.55,2.3,76.8084
,21-Apr-2020,8981.45,22129.48,4.4,3.75,5,2.3,76.6516
,20-Apr-2020,9261.85,23422.29,4.4,3.75,5,2.3,76.6335
,19-Apr-2020,wh,wh,wh,wh,wh,wh,wh
,18-Apr-2020,,,4.4,3.75,3.9,2.6,
,17-Apr-2020,9266.75,23684.47,4.4,3.75,4.55,2.85,76.5444
,16-Apr-2020,8992.8,22169.45,4.4,3.75,5,2.4,76.7408
,15-Apr-2020,8925.3,21856.62,4.4,3.75,5.25,2.4,76.2743
,14-Apr-2020,,,4.4,3.75,,,
,13-Apr-2020,8993.85,22413.81,4.4,3.75,5,2.4,76.3617
,12-Apr-2020,wh,wh,wh,wh,wh,wh,wh
,11-Apr-2020,,,4.4,3.75,,,
,10-Apr-2020,,,4.4,4,,,
,09-Apr-2020,9111.9,22904.32,4.4,4,5.25,2.4,76.4577
,08-Apr-2020,8748.75,21697.64,4.4,4,5.25,0.4,76.0867
,07-Apr-2020,8792.2,21868.34,4.4,4,5,2,75.8438
,06-Apr-2020,,,4.4,4,,,
,05-Apr-2020,wh,wh,wh,wh,wh,wh,wh
,04-Apr-2020,,,4.4,4,4.4,3.05,
,03-Apr-2020,8083.8,19753.84,4.4,4,4.65,3,75.8276
,02-Apr-2020,,,4.4,4,,,
,01-Apr-2020,8253.8,20879.55,4.4,4,,,
,31-Mar-2020,8597.75,22050.02,4.4,4,5,2.4,75.3859
,30-Mar-2020,8281.1,21623.12,4.4,4,5,2.4,75.3451
,29-Mar-2020,wh,wh,wh,wh,wh,wh,wh
,28-Mar-2020,,,4.4,4,,,
,27-Mar-2020,8660.25,22965.51,4.4,4,5.5,2.4,74.8434
,26-Mar-2020,8641.45,22747.08,4.4,4,5.75,3,75.2392
,25-Mar-2020,8317.85,21321.71,4.4,4,,,
,24-Mar-2020,7801.05,19630.32,4.4,4,5.6,0.5,76.1522
,23-Mar-2020,7610.25,19355.42,4.4,4,5.5,3.4,75.8814
,22-Mar-2020,wh,wh,wh,wh,wh,wh,wh
,21-Mar-2020,,,4.4,4,5.26,4.05,
,20-Mar-2020,8745.45,23265.67,5.15,4.9,5.25,4,75.0063
,19-Mar-2020,8263.45,22925.22,5.15,4.9,5.2,3.4,75.0583
,18-Mar-2020,8468.8,23523.63,5.15,4.9,5.25,3.6,74.1727
,17-Mar-2020,8967.05,25292.85,5.15,4.9,5.15,3.7,74.0309
,16-Mar-2020,9197.4,26474.02,5.15,4.9,5.15,3.7,74.2723
,15-Mar-2020,wh,wh,wh,wh,wh,wh,wh
,14-Mar-2020,,,5.15,4.9,,,
,13-Mar-2020,9955.2,34103.48,5.15,4.9,5.2,3.5,74.0694
,12-Mar-2020,9590.15,27598.4,5.15,4.9,5.15,3.7,74.1694
,11-Mar-2020,10458.4,30453.91,5.15,4.9,5.15,3.7,73.8128
,10-Mar-2020,,,5.15,4.9,,,
,09-Mar-2020,10451.45,30384.17,5.15,4.9,5.2,3.7,73.9538
,08-Mar-2020,wh,wh,wh,wh,wh,wh,wh
,07-Mar-2020,,,5.15,4.9,5.1,4.05,
,06-Mar-2020,10989.45,31988.36,5.15,4.9,5,4.05,73.6629
,05-Mar-2020,11269,33135.22,5.15,4.9,5.25,3.7,73.2824
,04-Mar-2020,11251,32938.64,5.15,4.9,5.25,3.6,73.5603
,03-Mar-2020,11303.3,33515.95,5.15,4.9,5.25,3.6,72.8733
,02-Mar-2020,11132.75,33117.26,5.15,4.9,5.25,3.6,72.242
,01-Mar-2020,wh,wh,wh,wh,wh,wh,wh
,29-Feb-2020,,,5.15,4.9,5.25,4.05,
,28-Feb-2020,11201.75,33416.19,5.15,4.9,5.15,4.05,72.1895
,27-Feb-2020,11633.3,34681.59,5.15,4.9,5.25,3.7,71.6124
,26-Feb-2020,11678.5,34788.79,5.15,4.9,5.25,3.7,71.7291
,25-Feb-2020,11797.9,34949.79,5.15,4.9,5.25,3.7,71.8598
,24-Feb-2020,11829.4,34957.15,5.15,4.9,5.25,3.7,71.8522
,23-Feb-2020,wh,wh,wh,wh,wh,wh,wh
,22-Feb-2020,,,5.15,4.9,,,
,21-Feb-2020,,,5.15,4.9,,,
,20-Feb-2020,12080.85,35518.49,5.15,4.9,5.25,3.7,71.5899
,19-Feb-2020,12125.9,35381.37,5.15,4.9,,,
,18-Feb-2020,11992.5,35109.49,5.15,4.9,5.25,3.7,71.4013
,17-Feb-2020,12045.8,35220.5,5.15,4.9,5.25,3.7,71.4259
,16-Feb-2020,wh,wh,wh,wh,wh,wh,wh
,15-Feb-2020,,,5.15,4.9,5.05,4.25,
,14-Feb-2020,12113.45,35359.65,5.15,4.9,5,4.25,71.3865
,13-Feb-2020,12174.65,35755.17,5.15,4.9,5.25,3.7,71.4699
,12-Feb-2020,12201.2,36093.89,5.15,4.9,5.25,3.7,71.258
,11-Feb-2020,12107.9,35821.92,5.15,4.9,5.25,3.7,71.2291
,10-Feb-2020,12031.5,35536.74,5.15,4.9,5.3,3.7,71.3046
,09-Feb-2020,wh,wh,wh,wh,wh,wh,wh
,08-Feb-2020,,,5.15,4.9,,,
,07-Feb-2020,12098.35,35675.44,5.15,4.9,5.25,3.6,71.2476
,06-Feb-2020,12137.95,35819.26,5.15,4.9,5.25,3.7,71.2558
,05-Feb-2020,12089.15,35480.85,5.15,4.9,5.25,3.7,71.2664
,04-Feb-2020,11979.65,35142.96,5.15,4.9,5.25,3.7,71.135
,03-Feb-2020,11707.9,34449.56,5.15,4.9,5.25,3.7,71.5803
,02-Feb-2020,wh,wh,wh,wh,wh,wh,wh
,01-Feb-2020,11661.85,34161.38,5.15,4.9,5.25,4.25,
,31-Jan-2020,11962.1,35289.35,5.15,4.9,5.05,4.25,71.5096
,30-Jan-2020,12035.8,35045.88,5.15,4.9,5.25,3.7,71.4772
,29-Jan-2020,12129.5,35264.05,5.15,4.9,5.25,3.7,71.1875
,28-Jan-2020,12055.8,35161.17,5.15,4.9,5.25,3.7,71.3263
,27-Jan-2020,12119,35248.15,5.15,4.9,5.25,3.7,71.3948
,26-Jan-2020,wh,wh,wh,wh,wh,wh,wh
,25-Jan-2020,,,5.15,4.9,,,
,24-Jan-2020,12248.25,35667.71,5.15,4.9,5.25,3.5,71.2404
,23-Jan-2020,12180.35,35343,5.15,4.9,5.25,3.6,71.2437
,22-Jan-2020,12106.9,34971.31,5.15,4.9,5.25,3.6,71.2056
,21-Jan-2020,12169.85,35301.66,5.15,4.9,5.25,3.6,71.1825
,20-Jan-2020,12224.55,35440.71,5.15,4.9,5.25,3.6,71.057
,19-Jan-2020,wh,wh,wh,wh,wh,wh,wh
,18-Jan-2020,,,5.15,4.9,5.2,4.25,
,17-Jan-2020,12352.35,36035.94,5.15,4.9,5.25,4.3,71.0436
,16-Jan-2020,12355.5,36320.03,5.15,4.9,5.25,3.6,70.9065
,15-Jan-2020,12343.3,36283.09,5.15,4.9,5.25,3.6,70.8753
,14-Jan-2020,12362.3,36538.86,5.15,4.9,5.25,3.6,70.9242
,13-Jan-2020,12329.55,36680.92,5.15,4.9,5.25,3.6,70.8115
,12-Jan-2020,wh,wh,wh,wh,wh,wh,wh
,11-Jan-2020,,,5.15,4.9,,,
,10-Jan-2020,12256.8,36598.47,5.15,4.9,5.25,3.6,71.1136
,09-Jan-2020,12215.9,36591.28,5.15,4.9,5.25,3.5,71.4221
,08-Jan-2020,12025.35,35772.82,5.15,4.9,5.25,3.4,72.0178
,07-Jan-2020,12052.95,35762.34,5.15,4.9,5.25,3,71.7764
,06-Jan-2020,11993.05,35629.88,5.15,4.9,5.25,2.75,72.0919
,05-Jan-2020,wh,wh,wh,wh,wh,wh,wh
,04-Jan-2020,,,5.15,4.9,5.15,4.15,
,03-Jan-2020,12226.65,36522.42,5.15,4.9,5.25,3.9,71.6949
,02-Jan-2020,12282.2,36921.66,5.15,4.9,5.25,3,71.3429
,01-Jan-2020,12182.5,36574.19,5.15,4.9,5.25,3.6,71.3717
,31-Dec-2019,12168.45,36671.5,5.15,4.9,5.3,3.7,71.274
,30-Dec-2019,12255.85,36866.83,5.15,4.9,5.25,3.4,71.3449
,29-Dec-2019,wh,wh,wh,wh,wh,wh,wh
,28-Dec-2019,,,5.15,4.9,,,
,27-Dec-2019,12245.8,36961.63,5.15,4.9,5.3,3.4,71.2214
,26-Dec-2019,12126.55,36508.81,5.15,4.9,5.3,3.6,71.2699
,25-Dec-2019,,,5.15,4.9,,,
,24-Dec-2019,12214.55,36796.91,5.15,4.9,5.25,3.7,71.1959
,23-Dec-2019,12262.75,36833.11,5.15,4.9,5.3,3.7,71.1699
,22-Dec-2019,wh,wh,wh,wh,wh,wh,wh
,21-Dec-2019,,,5.15,4.9,5.25,4.3,
,20-Dec-2019,12271.8,36859.1,5.15,4.9,5.15,4.3,71.1569
,19-Dec-2019,12259.7,36748.79,5.15,4.9,5.25,3.6,71.0813
,18-Dec-2019,12221.65,36768.31,5.15,4.9,5.25,3.6,71.0611
,17-Dec-2019,12165,36667.93,5.15,4.9,5.25,3.6,70.9687
,16-Dec-2019,12053.95,36486.14,5.15,4.9,5.3,3.6,70.941
,15-Dec-2019,wh,wh,wh,wh,wh,wh,wh
,14-Dec-2019,,,5.15,4.9,,,
,13-Dec-2019,12086.7,36496.3,5.15,4.9,5.25,3.6,70.7178
,12-Dec-2019,11971.8,36134.34,5.15,4.9,5.25,3.5,70.7494
,11-Dec-2019,11910.15,35688.77,5.15,4.9,5.25,3.7,70.8679
,10-Dec-2019,11856.8,35532.6,5.15,4.9,5.25,3.7,70.8962
,09-Dec-2019,11937.5,35712.25,5.15,4.9,5.25,3.7,71.162
,08-Dec-2019,wh,wh,wh,wh,wh,wh,wh
,07-Dec-2019,,,5.15,4.9,5.2,3.5,
,06-Dec-2019,11921.5,35751.43,5.15,4.9,5.15,4.2,71.3165
,05-Dec-2019,12018.4,36147.31,5.15,4.9,5.25,3.5,71.5476
,04-Dec-2019,12043.2,36423.14,5.15,4.9,5.3,3.7,71.78
,03-Dec-2019,11994.2,35919.67,5.15,4.9,5.25,3.6,71.6006
,02-Dec-2019,12048.2,36164.48,5.15,4.9,5.25,3.6,71.7217
,01-Dec-2019,wh,wh,wh,wh,wh,wh,wh
,30-Nov-2019,,,5.15,4.9,5.25,3.2,
,29-Nov-2019,12056.05,36190.99,5.15,4.9,5.2,4.2,71.7255
,28-Nov-2019,12151.15,36437.32,5.15,4.9,5.25,3.7,71.5147
,27-Nov-2019,12100.7,36109.73,5.15,4.9,5.25,3.7,71.3627
,26-Nov-2019,12037.7,35955.31,5.15,4.9,5.3,3.7,71.5909
,25-Nov-2019,12073.75,35715.79,5.15,4.9,5.3,3.7,71.6468
,24-Nov-2019,wh,wh,wh,wh,wh,wh,wh
,23-Nov-2019,,,5.15,4.9,,,
,22-Nov-2019,11914.4,35198.79,5.15,4.9,5.3,3.7,71.8514
,21-Nov-2019,11968.4,35462.64,5.15,4.9,5.25,3.7,71.7996
,20-Nov-2019,11999.1,35463.14,5.15,4.9,5.25,3.7,71.6756
,19-Nov-2019,11940.1,35349.62,5.15,4.9,5.3,3.7,71.8138
,18-Nov-2019,11884.5,35158.4,5.15,4.9,5.25,3.7,71.7131
,17-Nov-2019,wh,wh,wh,wh,wh,wh,wh
,16-Nov-2019,,,5.15,4.9,5.25,3.4,
,15-Nov-2019,11895.45,35142.64,5.15,4.9,5.25,4.3,71.7109
,14-Nov-2019,11872.1,34830.33,5.15,4.9,5.25,3.7,72.0501
,13-Nov-2019,11840.45,34585.83,5.15,4.9,5.25,3.7,71.7002
,12-Nov-2019,,,5.15,4.9,,,
,11-Nov-2019,11913.45,35259.95,5.15,4.9,5.25,3.7,71.445
,10-Nov-2019,wh,wh,wh,wh,wh,wh,wh
,09-Nov-2019,,,5.15,4.9,,,
,08-Nov-2019,11908.15,34836.2,5.15,4.9,5.25,3.7,71.2494
,07-Nov-2019,12012.05,34615.68,5.15,4.9,5.25,3.7,71.0079
,06-Nov-2019,11966.05,34553.81,5.15,4.9,5.25,3.7,70.8861
,05-Nov-2019,11917.2,34078.7,5.15,4.9,5.25,3.7,70.7283
,04-Nov-2019,11941.3,34219.43,5.15,4.9,5.25,3.7,70.6821
,03-Nov-2019,wh,wh,wh,wh,wh,wh,wh
,02-Nov-2019,,,5.15,4.9,5.15,3.2,
,01-Nov-2019,11890.6,34208.65,5.15,4.9,5.05,4.3,70.8798
,31-Oct-2019,11877.45,33924.81,5.15,4.9,5.25,3.7,70.8095
