,,,,,,,,
,Reporting Date,NSE S&P CNX NIFTY,BSE BANKEX,REPO RATE (OVERNIGHT),REVERSE REPO RATE (OVERNIGHT),DAILY CALL MONEY RATE -HIGH,DAILY CALL MONEY RATE - LOW,RBI'S REFERENCE RATE: INR PER USD
,,Index,Index,Per cent,Per cent,Per cent,Per cent,Rupees
,24-Aug-2017,9857.05,27454.2,6,5.75,6.1,5,64.0676
,23-Aug-2017,9852.5,27455.08,6,5.75,6.05,5,64.1272
,22-Aug-2017,9765.55,27079.06,6,5.75,6.1,5,64.1099
,21-Aug-2017,9754.35,27025.51,6,5.75,6.1,5,64.0285
,20-Aug-2017,wh,wh,wh,wh,wh,wh,wh
,19-Aug-2017,,,6,5.75,6,4.6,
,18-Aug-2017,9837.4,27183.84,6,5.75,6,5.25,64.1048
,17-Aug-2017,9904.15,27377.75,6,5.75,,,
,16-Aug-2017,9897.3,27572.83,6,5.75,6,4.9,64.2428
,15-Aug-2017,,,6,5.75,,,
,14-Aug-2017,9794.15,27228.86,6,5.75,6.1,4.9,64.0253
,13-Aug-2017,wh,wh,wh,wh,wh,wh,wh
,12-Aug-2017,,,6,5.75,,,
,11-Aug-2017,9710.8,27098.04,6,5.75,6,4.9,64.1693
,10-Aug-2017,9820.25,27339.66,6,5.75,6,4.9,63.9437
,09-Aug-2017,9908.05,27540.56,6,5.75,6.05,4.9,63.7491
,08-Aug-2017,9978.55,27786.4,6,5.75,6.1,4.9,63.7382
,07-Aug-2017,10057.4,28162.39,6,5.75,6.05,4.9,63.7375
,06-Aug-2017,wh,wh,wh,wh,wh,wh,wh
,05-Aug-2017,,,6,5.75,5.9,4.6,
,04-Aug-2017,10066.4,28074.55,6,5.75,5.9,5,63.7091
,03-Aug-2017,10013.65,27885.86,6,5.75,6,4.9,63.6314
,02-Aug-2017,10081.5,28356.31,6,5.75,6.3,5,64.069
,01-Aug-2017,10114.65,28403.07,6,5.75,6.25,5,64.0683
,31-Jul-2017,10077.1,28386.54,6,5.75,6.25,5,64.0773
,30-Jul-2017,wh,wh,wh,wh,wh,wh,wh
,29-Jul-2017,,,6,5.75,6.02,4.7,
,28-Jul-2017,10014.5,28021.48,6.25,6,6.1,5.45,64.1483
,27-Jul-2017,10020.55,28183.52,6.25,6,6.28,5,64.1216
,26-Jul-2017,10020.65,27961.86,6.25,6,6.3,5,64.4208
,25-Jul-2017,9964.55,27757.03,6.25,6,6.25,5,64.358
,24-Jul-2017,9966.4,27634.67,6.25,6,6.3,5,64.4494
,23-Jul-2017,wh,wh,wh,wh,wh,wh,wh
,22-Jul-2017,,,6.25,6,,,
,21-Jul-2017,9915.25,27496.11,6.25,6,6.25,5,64.3185
,20-Jul-2017,9873.3,27427.08,6.25,6,6.25,5,64.4273
,19-Jul-2017,9899.6,27375.35,6.25,6,6.4,5,64.3211
,18-Jul-2017,9827.15,27203.43,6.25,6,6.25,5.1,64.3301
,17-Jul-2017,9915.95,27215.85,6.25,6,6.25,5,64.3666
,16-Jul-2017,wh,wh,wh,wh,wh,wh,wh
,15-Jul-2017,,,6.25,6,6.13,4.7,
,14-Jul-2017,9886.35,27126.04,6.25,6,6.1,5.1,64.4539
,13-Jul-2017,9891.7,27046.6,6.25,6,6.25,5,64.4384
,12-Jul-2017,9816.1,26802.11,6.25,6,6.25,5.1,64.4969
,11-Jul-2017,9786.05,26667.43,6.25,6,6.3,5.1,64.5025
,10-Jul-2017,9771.05,26778,6.25,6,6.27,5,64.5405
,09-Jul-2017,wh,wh,wh,wh,wh,wh,wh
,08-Jul-2017,,,6.25,6,,,
,07-Jul-2017,9665.8,26498.42,6.25,6,6.25,4.95,64.7342
,06-Jul-2017,9674.55,26563.92,6.25,6,6.2,5,64.7779
,05-Jul-2017,9637.6,26443.96,6.25,6,6.25,5,64.7209
,04-Jul-2017,9613.3,26276.23,6.25,6,6.25,5,64.8168
,03-Jul-2017,9615,26342.56,6.25,6,6.25,5,64.7525
,02-Jul-2017,wh,wh,wh,wh,wh,wh,wh
,01-Jul-2017,,,6.25,6,6.25,4.7,
,30-Jun-2017,9520.9,26277.96,6.25,6,6.05,5.5,64.7379
,29-Jun-2017,9504.1,26277.56,6.25,6,6.25,5,64.4715
,28-Jun-2017,9491.25,26298.06,6.25,6,6.25,5,64.5288
,27-Jun-2017,9511.4,26234.14,6.25,6,6.25,5,64.4572
,26-Jun-2017,,,6.25,6,,,
,25-Jun-2017,wh,wh,wh,wh,wh,wh,wh
,24-Jun-2017,,,6.25,6,,,
,23-Jun-2017,9574.95,26618.81,6.25,6,6.25,5,64.5365
,22-Jun-2017,9630,26816.81,6.25,6,6.3,5,64.495
,21-Jun-2017,9633.6,26774.5,6.25,6,6.3,5,64.6025
,20-Jun-2017,9653.5,26802.79,6.25,6,6.25,5,64.4672
,19-Jun-2017,9657.55,26844.85,6.25,6,6.25,5,64.3788
,18-Jun-2017,wh,wh,wh,wh,wh,wh,wh
,17-Jun-2017,,,6.25,6,6.25,4,
,16-Jun-2017,9588.05,26589.02,6.25,6,6.25,5.5,64.5883
,15-Jun-2017,9578.05,26462.2,6.25,6,6.25,5,64.2801
,14-Jun-2017,9618.15,26570.61,6.25,6,6.4,5,64.3141
,13-Jun-2017,9606.9,26542.92,6.25,6,6.25,5,64.4453
,12-Jun-2017,9616.4,26546.77,6.25,6,6.25,5,64.3407
,11-Jun-2017,wh,wh,wh,wh,wh,wh,wh
,10-Jun-2017,,,6.25,6,,,
,09-Jun-2017,9668.25,26820.28,6.25,6,6.3,5,64.2584
,08-Jun-2017,9647.25,26682.42,6.25,6,6.3,5,64.3554
,07-Jun-2017,9663.9,26721.93,6.25,6,6.4,5,64.4538
,06-Jun-2017,9637.15,26528.86,6.25,6,6.35,5,64.3516
,05-Jun-2017,9675.1,26593.08,6.25,6,6.25,5,64.3485
,04-Jun-2017,wh,wh,wh,wh,wh,wh,wh
,03-Jun-2017,,,6.25,6,6.25,4.5,
,02-Jun-2017,9653.5,26499.16,6.25,6,6.25,5.4,64.4208
,01-Jun-2017,9616.1,26420.21,6.25,6,6.25,4.55,64.4704
,31-May-2017,9621.25,26547.35,6.25,6,6.25,3.55,64.5459
,30-May-2017,9624.55,26402.52,6.25,6,6.25,3.55,64.6336
,29-May-2017,9604.9,26246.54,6.25,6,6.3,3.55,64.5565
,28-May-2017,wh,wh,wh,wh,wh,wh,wh
,27-May-2017,,,6.25,6,,,
,26-May-2017,9595.1,26495.24,6.25,6,6.25,3.55,64.5945
,25-May-2017,9509.75,26290.96,6.25,6,6.25,3.55,64.5088
,24-May-2017,9360.55,25570.36,6.25,6,6.3,3.55,64.8586
,23-May-2017,9386.15,25604.65,6.25,6,6.25,3.55,64.7751
,22-May-2017,9438.25,25699.79,6.25,6,6.3,3.5,64.5632
,21-May-2017,wh,wh,wh,wh,wh,wh,wh
,20-May-2017,,,6.25,6,6.1,4,
,19-May-2017,9427.9,25858.58,6.25,6,5.95,5.4,64.9906
,18-May-2017,9429.45,25758.39,6.25,6,6.3,3.5,64.3441
,17-May-2017,9525.75,26084.47,6.25,6,6.3,3.5,64.0214
,16-May-2017,9512.25,26059.27,6.25,6,6.35,3.5,64.0758
,15-May-2017,9445.4,25927.94,6.25,6,6.4,3.5,64.1188
,14-May-2017,wh,wh,wh,wh,wh,wh,wh
,13-May-2017,,,6.25,6,,,
,12-May-2017,9400.9,25717.07,6.25,6,6.25,3.5,64.3043
,11-May-2017,9422.4,25948.81,6.25,6,6.25,3.5,64.438
,10-May-2017,9407.3,25940.45,6.25,6,,,
,09-May-2017,9316.85,25832.12,6.25,6,6.3,3.5,64.5065
,08-May-2017,9314.05,25882.23,6.25,6,6.4,3.5,64.2154
,07-May-2017,wh,wh,wh,wh,wh,wh,wh
,06-May-2017,,,6.25,6,6.2,4.6,
,05-May-2017,9285.3,25679.62,6.25,6,5.9,5.4,64.3079
,04-May-2017,9359.9,25831.15,6.25,6,6.25,3.5,64.2115
,03-May-2017,9311.95,25246.28,6.25,6,6.25,3.5,64.1439
,02-May-2017,9313.8,25341.38,6.25,6,6.25,3.5,64.2072
,01-May-2017,,,6.25,6,,,
,30-Apr-2017,wh,wh,wh,wh,wh,wh,wh
,29-Apr-2017,,,6.25,6,6.25,4.6,
,28-Apr-2017,9304.05,25325.27,6.25,6,6.15,5.35,64.217
,27-Apr-2017,9342.15,25251.1,6.25,6,6.25,3.5,64.1141
,26-Apr-2017,9351.85,25208.03,6.25,6,6.25,3.5,64.0013
,25-Apr-2017,9306.6,25003.33,6.25,6,6.3,3.5,64.2776
,24-Apr-2017,9217.95,24748.18,6.25,6,6.3,3.5,64.4757
,23-Apr-2017,wh,wh,wh,wh,wh,wh,wh
,22-Apr-2017,,,6.25,6,,,
,21-Apr-2017,9119.4,24437.88,6.25,6,6.2,3.5,64.5701
,20-Apr-2017,9136.4,24443.75,6.25,6,6.2,3.5,64.6364
,19-Apr-2017,9103.5,24574.66,6.25,6,6.25,3.5,64.5443
,18-Apr-2017,9105.15,24704.53,6.25,6,6.25,3.5,64.5657
,17-Apr-2017,9139.3,24708.44,6.25,6,6.25,3.5,64.4053
,16-Apr-2017,wh,wh,wh,wh,wh,wh,wh
,15-Apr-2017,,,6.25,6,6.1,4.6,
,14-Apr-2017,,,6.25,6,,,
,13-Apr-2017,9150.8,24731.46,6.25,6,6.1,5,64.3165
,12-Apr-2017,9203.45,24729.31,6.25,6,6.25,3.5,64.692
,11-Apr-2017,9237,24793.97,6.25,6,6.15,3.75,64.5438
,10-Apr-2017,9181.45,24551.68,6.25,6,6.15,3.75,64.4418
,09-Apr-2017,wh,wh,wh,wh,wh,wh,wh
,08-Apr-2017,,,6.25,6,,,
,07-Apr-2017,9198.3,24422.72,6.25,6,6.2,3.8,64.3928
,06-Apr-2017,9261.95,24659.29,6.25,6,6.1,3.85,64.9791
,05-Apr-2017,9265.15,24711.29,6.25,6,6.1,5,65.0438
,04-Apr-2017,,,6.25,6,,,
,03-Apr-2017,9237.85,24584.44,6.25,6,6.25,4.2,64.9103
,02-Apr-2017,wh,wh,wh,wh,wh,wh,wh
,01-Apr-2017,,,6.25,6,,,
,31-Mar-2017,9173.75,24420.77,6.25,5.75,9.5,5,64.8386
,30-Mar-2017,9173.75,24601.02,6.25,5.75,6.25,4,64.9325
,29-Mar-2017,9143.8,24401.94,6.25,5.75,6.2,4,64.9552
,28-Mar-2017,9100.8,24213.05,6.25,5.75,,,
,27-Mar-2017,9045.2,24025.16,6.25,5.75,6.15,4.2,65.0892
,26-Mar-2017,wh,wh,wh,wh,wh,wh,wh
,25-Mar-2017,,,6.25,5.75,,,
,24-Mar-2017,9108,24061.02,6.25,5.75,6.2,4.25,65.4581
,23-Mar-2017,9086.3,23769.26,6.25,5.75,6.2,4.25,65.422
,22-Mar-2017,9030.45,23627.89,6.25,5.75,6.25,4.25,65.4881
,21-Mar-2017,9121.5,23907.7,6.25,5.75,6.25,4.25,65.3117
,20-Mar-2017,9126.85,24050.29,6.25,5.75,6.25,4.25,65.3827
,19-Mar-2017,wh,wh,wh,wh,wh,wh,wh
,18-Mar-2017,,,6.25,5.75,6.45,5,
,17-Mar-2017,9160.05,24151.13,6.25,5.75,6.15,5.4,65.5411
,16-Mar-2017,9153.7,24263.78,6.25,5.75,6.25,4.35,65.3836
,15-Mar-2017,9084.8,24150.78,6.25,5.75,6.25,4.5,65.5146
,14-Mar-2017,9087,24082.58,6.25,5.75,6.25,4.5,66.18
,13-Mar-2017,,,6.25,5.75,,,
,12-Mar-2017,wh,wh,wh,wh,wh,wh,wh
,11-Mar-2017,,,6.25,5.75,,,
,10-Mar-2017,8934.55,23625.66,6.25,5.75,6.25,4.45,66.688
,09-Mar-2017,8927,23627.63,6.25,5.75,6.8,4.5,66.7707
,08-Mar-2017,8924.3,23570.21,6.25,5.75,6.25,4.6,66.6362
,07-Mar-2017,8946.9,23532.23,6.25,5.75,6.3,4.6,66.6347
,06-Mar-2017,8963.45,23580.76,6.25,5.75,6.25,4.7,66.7559
,05-Mar-2017,wh,wh,wh,wh,wh,wh,wh
,04-Mar-2017,,,6.25,5.75,6.25,4.6,
,03-Mar-2017,8897.55,23375.83,6.25,5.75,6.1,5.4,66.8354
,02-Mar-2017,8899.75,23437.49,6.25,5.75,6.25,4.75,66.7433
,01-Mar-2017,8945.8,23706.75,6.25,5.75,6.25,4.75,66.8482
,28-Feb-2017,8879.6,23482.44,6.25,5.75,6.25,4.75,66.7375
,27-Feb-2017,8896.7,23493.8,6.25,5.75,6.25,4.75,66.7249
,26-Feb-2017,wh,wh,wh,wh,wh,wh,wh
,25-Feb-2017,,,6.25,5.75,,,
,24-Feb-2017,,,6.25,5.75,,,
,23-Feb-2017,8939.5,23825.17,6.25,5.75,6.25,4.75,66.8351
,22-Feb-2017,8926.9,23807.52,6.25,5.75,6.23,4.75,66.9644
,21-Feb-2017,8907.85,23751.15,6.25,5.75,,,
,20-Feb-2017,8879.2,23523.4,6.25,5.75,6.25,4.75,66.9771
,19-Feb-2017,wh,wh,wh,wh,wh,wh,wh
,18-Feb-2017,,,6.25,5.75,6.25,4.5,
,17-Feb-2017,8821.7,23442.01,6.25,5.75,6,5.45,67.0467
,16-Feb-2017,8778,23162.78,6.25,5.75,6.25,4.75,66.9468
,15-Feb-2017,8724.7,23073.02,6.25,5.75,6.25,4.8,66.9193
,14-Feb-2017,8792.3,23226.47,6.25,5.75,6.25,4.8,66.9439
,13-Feb-2017,8805.05,23206.86,6.25,5.75,6.25,4.8,66.9663
,12-Feb-2017,wh,wh,wh,wh,wh,wh,wh
,11-Feb-2017,,,6.25,5.75,,,
,10-Feb-2017,8793.55,23174.51,6.25,5.75,6.25,4.75,66.9367
,09-Feb-2017,8778.4,23118.37,6.25,5.75,6.25,4.75,67.0123
,08-Feb-2017,8769.05,23227.9,6.25,5.75,6.25,4.75,67.3058
,07-Feb-2017,8768.3,23314.32,6.25,5.75,6.25,4.75,67.3692
,06-Feb-2017,8801.05,23354.41,6.25,5.75,6.25,4.8,67.1958
,05-Feb-2017,wh,wh,wh,wh,wh,wh,wh
,04-Feb-2017,,,6.25,5.75,6.25,4.75,
,03-Feb-2017,8740.95,23137.98,6.25,5.75,6.15,5.45,67.3825
,02-Feb-2017,8734.25,23000.78,6.25,5.75,6.25,4.75,67.448
,01-Feb-2017,8716.4,22927.39,6.25,5.75,6.3,4.75,67.6458
,31-Jan-2017,8561.3,22311.97,6.25,5.75,6.25,4.75,67.8125
,30-Jan-2017,8632.75,22394.75,6.25,5.75,6.25,4.8,68.0426
,29-Jan-2017,wh,wh,wh,wh,wh,wh,wh
,28-Jan-2017,,,6.25,5.75,,,
,27-Jan-2017,8641.25,22566.24,6.25,5.75,6.25,4.75,68.2043
,26-Jan-2017,,,6.25,5.75,,,
,25-Jan-2017,8602.75,22232.01,6.25,5.75,6.28,4.75,68.1556
,24-Jan-2017,8475.8,21726.58,6.25,5.75,6.2,4.75,68.157
,23-Jan-2017,8391.5,21540.55,6.25,5.75,6.25,4.75,68.0843
,22-Jan-2017,wh,wh,wh,wh,wh,wh,wh
,21-Jan-2017,,,6.25,5.75,6.25,4.6,
,20-Jan-2017,8349.35,21540.08,6.25,5.75,6.2,5,68.0883
,19-Jan-2017,8435.1,21928.18,6.25,5.75,6.25,4.8,68.1766
,18-Jan-2017,8417,21970.97,6.25,5.75,6.25,4.75,67.9364
,17-Jan-2017,8398,21854.64,6.25,5.75,6.2,4.8,68.0509
,16-Jan-2017,8412.8,21868.43,6.25,5.75,6.25,4.75,68.1558
,15-Jan-2017,wh,wh,wh,wh,wh,wh,wh
,14-Jan-2017,,,6.25,5.75,,,
,13-Jan-2017,8400.35,21657,6.25,5.75,6.25,4.8,68.231
,12-Jan-2017,8407.2,21587.33,6.25,5.75,6.25,4.8,68.0858
,11-Jan-2017,8380.65,21542.16,6.25,5.75,6.3,4.75,68.2276
,10-Jan-2017,8288.6,21036.44,6.25,5.75,6.3,4.8,68.0641
,09-Jan-2017,8236.05,20922.08,6.25,5.75,6.3,4.8,68.1863
,08-Jan-2017,wh,wh,wh,wh,wh,wh,wh
,07-Jan-2017,,,6.25,5.75,6.2,4.65,
,06-Jan-2017,8243.8,20900.86,6.25,5.75,6.25,5.45,67.9522
,05-Jan-2017,8273.8,20722.41,6.25,5.75,6.3,4.8,67.7884
,04-Jan-2017,8190.5,20446.24,6.25,5.75,6.3,4.8,68.1791
,03-Jan-2017,8192.25,20615.91,6.25,5.75,6.25,4.8,68.0864
,02-Jan-2017,8179.5,20503.18,6.25,5.75,6.25,4.8,68.0225
,01-Jan-2017,wh,wh,wh,wh,wh,wh,wh
,31-Dec-2016,,,6.25,5.75,6,4.4,
,30-Dec-2016,8185.8,20748.74,6.25,5.75,6.25,4.8,67.9547
,29-Dec-2016,8103.6,20564.71,6.25,5.75,6.3,4.8,68.1241
,28-Dec-2016,8034.85,20408.25,6.25,5.75,6.3,4.8,68.225
,27-Dec-2016,8032.85,20412.21,6.25,5.75,6.25,4.8,67.9967
,26-Dec-2016,7908.25,20147.79,6.25,5.75,6.25,4.8,67.8331
,25-Dec-2016,wh,wh,wh,wh,wh,wh,wh
,24-Dec-2016,,,6.25,5.75,,,
,23-Dec-2016,7985.75,20427.69,6.25,5.75,6.25,4.8,67.9117
,22-Dec-2016,7979.1,20459.01,6.25,5.75,6.4,4.8,67.9136
,21-Dec-2016,8061.3,20691.77,6.25,5.75,6.3,4.5,67.8724
,20-Dec-2016,8082.4,20663.13,6.25,5.75,6.3,4.8,67.8954
,19-Dec-2016,8104.35,20927.6,6.25,5.75,6.4,4.8,67.7262
,18-Dec-2016,wh,wh,wh,wh,wh,wh,wh
,17-Dec-2016,,,6.25,5.75,5.8,4.5,
,16-Dec-2016,8139.45,20984.45,6.25,5.75,6.05,5,67.7777
,15-Dec-2016,8153.6,21099.69,6.25,5.75,6.3,4.8,67.7994
,14-Dec-2016,8182.45,21038.51,6.25,5.75,6.4,4.8,67.5604
,13-Dec-2016,8221.8,21156.16,6.25,5.75,6.95,4.8,67.4867
,12-Dec-2016,8170.8,21054.37,6.25,5.75,,,
,11-Dec-2016,wh,wh,wh,wh,wh,wh,wh
,10-Dec-2016,,,6.25,5.75,,,
,09-Dec-2016,8261.75,21411.22,6.25,5.75,6.3,4.8,67.584
,08-Dec-2016,8246.85,21170.05,6.25,5.75,6.55,4.75,67.4325
,07-Dec-2016,8102.05,20849.49,6.25,5.75,6.75,4.75,67.8707
,06-Dec-2016,8143.15,21074.67,6.25,5.75,6.35,4.75,68.0322
,05-Dec-2016,8128.75,21042.39,6.25,5.75,6.25,4.8,68.1703
,04-Dec-2016,wh,wh,wh,wh,wh,wh,wh
,03-Dec-2016,,,6.25,5.75,6.15,4.5,
,02-Dec-2016,8086.8,20874.34,6.25,5.75,6.2,5,68.3689
,01-Dec-2016,8192.9,21067.72,6.25,5.75,6.3,4.75,68.3734
,30-Nov-2016,8224.5,21316.01,6.25,5.75,6.55,4.8,68.526
,29-Nov-2016,8142.15,20857.49,6.25,5.75,6.75,4.75,68.6535
,28-Nov-2016,8126.9,20939.67,6.25,5.75,6.81,4.75,68.7235
,27-Nov-2016,wh,wh,wh,wh,wh,wh,wh
,26-Nov-2016,,,6.25,5.75,,,
,25-Nov-2016,8114.3,21185.06,6.25,5.75,6.25,4.55,68.4626
,24-Nov-2016,7965.5,20938,6.25,5.75,6.25,4.55,68.656
,23-Nov-2016,8033.3,21246.51,6.25,5.75,6.25,4.75,68.4772
,22-Nov-2016,8002.3,21236.45,6.25,5.75,6.25,4.8,68.2317
,21-Nov-2016,7929.1,21098.61,6.25,5.75,6.25,4.9,68.2575
,20-Nov-2016,wh,wh,wh,wh,wh,wh,wh
,19-Nov-2016,,,6.25,5.75,5.78,4.5,
,18-Nov-2016,8074.1,21727.47,6.25,5.75,5.95,5.4,68.0937
,17-Nov-2016,8079.95,21859.53,6.25,5.75,6.25,4.9,67.9106
,16-Nov-2016,8111.6,21840.55,6.25,5.75,6.25,4.9,67.7791
,15-Nov-2016,8108.45,22053.32,6.25,5.75,6.25,4.9,67.7173
,14-Nov-2016,,,6.25,5.75,,,
,13-Nov-2016,wh,wh,wh,wh,wh,wh,wh
,12-Nov-2016,,,6.25,5.75,4.5,4.2,
,11-Nov-2016,8296.3,22604.3,6.25,5.75,6.3,5,67.0292
,10-Nov-2016,8525.75,23185.59,6.25,5.75,6.45,5,66.4273
,09-Nov-2016,8432,22374.2,6.25,5.75,6.35,5.3,66.7968
,08-Nov-2016,8543.55,22334.57,6.25,5.75,6.35,5,66.7073
,07-Nov-2016,8497.05,22151.31,6.25,5.75,6.35,5,66.7301
,06-Nov-2016,wh,wh,wh,wh,wh,wh,wh
,05-Nov-2016,,,6.25,5.75,6.35,5,
,04-Nov-2016,8433.75,21780.66,6.25,5.75,6.2,5.55,66.7219
,03-Nov-2016,8484.95,21916.63,6.25,5.75,6.25,5.05,66.6942
,02-Nov-2016,8514,21993.16,6.25,5.75,6.25,5.1,66.8294
,01-Nov-2016,8626.25,22249.6,6.25,5.75,6.3,5,66.714
,31-Oct-2016,,,6.25,5.75,,,
,30-Oct-2016,wh,wh,wh,wh,wh,wh,wh
,29-Oct-2016,,,6.25,5.75,6.7,4.75,
,28-Oct-2016,8638,22384.14,6.25,5.75,6.25,5.5,66.8566
,27-Oct-2016,8615.25,22329.82,6.25,5.75,6.35,5.2,66.8854
,26-Oct-2016,8615.25,22347.13,6.25,5.75,6.35,5,66.7621
,25-Oct-2016,8691.3,22778.78,6.25,5.75,6.36,5.15,66.8777
,24-Oct-2016,8708.95,22721.87,6.25,5.75,6.5,5.2,66.8625
,23-Oct-2016,wh,wh,wh,wh,wh,wh,wh
,22-Oct-2016,,,6.25,5.75,,,
,21-Oct-2016,8693.05,22585.45,6.25,5.75,6.38,5.15,66.8943
,20-Oct-2016,8699.4,22542.48,6.25,5.75,6.4,5.3,66.7411
,19-Oct-2016,8659.1,22227.28,6.25,5.75,6.35,5.3,66.7145
,18-Oct-2016,8677.9,22343.15,6.25,5.75,6.35,5.2,66.7268
,17-Oct-2016,8520.4,21825.71,6.25,5.75,6.35,5.25,66.7779
,16-Oct-2016,wh,wh,wh,wh,wh,wh,wh
,15-Oct-2016,,,6.25,5.75,6.4,4.75,
,14-Oct-2016,8583.4,21716.1,6.25,5.75,6.3,5,66.8481
,13-Oct-2016,8573.35,21638.4,6.25,5.75,6.45,4.5,66.8473
,12-Oct-2016,,,6.25,5.75,,,
,11-Oct-2016,,,6.25,5.75,,,
,10-Oct-2016,8708.8,22122.72,6.25,5.75,6.3,5.1,66.5856
,09-Oct-2016,wh,wh,wh,wh,wh,wh,wh
,08-Oct-2016,,,6.25,5.75,,,
,07-Oct-2016,8697.6,22152.52,6.25,5.75,6.28,5.2,66.7875
,06-Oct-2016,8709.55,22158.7,6.25,5.75,6.25,5,66.6322
,05-Oct-2016,8743.95,22315.55,6.25,5.75,6.4,5,66.5699
,04-Oct-2016,8769.15,22491.47,6.25,5.75,6.55,5.2,66.5559
,03-Oct-2016,8738.1,22397.1,6.25,5.75,6.55,5.4,66.533
,02-Oct-2016,wh,wh,wh,wh,wh,wh,wh
,01-Oct-2016,,,6.25,5.75,6.5,4.75,
,30-Sep-2016,8611.15,22045.62,6.5,6,6.5,5.5,66.6596
,29-Sep-2016,8591.25,21909.56,6.5,6,6.55,5.45,66.5521
,28-Sep-2016,8745.15,22455.86,6.5,6,6.55,5.2,66.4482
,27-Sep-2016,8706.4,22291.68,6.5,6,6.55,5.5,66.4627
,26-Sep-2016,8723.05,22397.59,6.5,6,6.55,5,66.7095
,25-Sep-2016,wh,wh,wh,wh,wh,wh,wh
,24-Sep-2016,,,6.5,6,,,
,23-Sep-2016,8831.55,22752.65,6.5,6,6.55,5.2,66.6519
,22-Sep-2016,8867.45,23035.22,6.5,6,6.55,5.5,66.8451
,21-Sep-2016,8777.15,22696.7,6.5,6,6.6,5,67.0631
,20-Sep-2016,8775.9,22739.15,6.5,6,6.58,5,67.02
,19-Sep-2016,8808.4,22810.15,6.5,6,6.6,5.5,66.8737
,18-Sep-2016,wh,wh,wh,wh,wh,wh,wh
,17-Sep-2016,,,6.5,6,6.55,5,
,16-Sep-2016,8779.85,22734.79,6.5,6,6.55,5.25,66.8804
,15-Sep-2016,8742.55,22736.13,6.5,6,6.65,5,67.0248
,14-Sep-2016,8726.6,22869.69,6.5,6,6.55,5.4,66.9642
,13-Sep-2016,,,6.5,6,,,
,12-Sep-2016,8715.6,22693.98,6.5,6,6.55,5.3,66.9017
,11-Sep-2016,wh,wh,wh,wh,wh,wh,wh
,10-Sep-2016,,,6.5,6,,,
,09-Sep-2016,8866.7,23249.81,6.5,6,6.5,5.4,66.5462
,08-Sep-2016,8952.5,23486.56,6.5,6,6.55,5.25,66.4483
,07-Sep-2016,8917.95,23495.85,6.5,6,6.5,5.4,66.3618
,06-Sep-2016,8943,23479.54,6.5,6,6.6,5.3,66.5469
,05-Sep-2016,,,6.5,6,,,
,04-Sep-2016,wh,wh,wh,wh,wh,wh,wh
,03-Sep-2016,,,6.5,6,6.5,4.7,
,02-Sep-2016,8809.65,22803.57,6.5,6,6.4,5.5,66.8405
,01-Sep-2016,8774.65,22677.92,6.5,6,6.55,5.4,66.9539
,31-Aug-2016,8786.2,22656.58,6.5,6,6.7,5,66.9813
,30-Aug-2016,8744.35,22387.43,6.5,6,6.6,5.4,67.0879
,29-Aug-2016,8607.45,22058.97,6.5,6,6.6,5.4,67.181
,28-Aug-2016,wh,wh,wh,wh,wh,wh,wh
,27-Aug-2016,,,6.5,6,,,
,26-Aug-2016,8572.55,22005.8,6.5,6,6.55,5.4,67.0299
,25-Aug-2016,8592.2,22136.41,6.5,6,6.55,5.45,67.0876
,24-Aug-2016,8650.3,22208.68,6.5,6,6.55,5.45,67.132
,23-Aug-2016,8632.6,22199.21,6.5,6,6.55,5,67.0885
,22-Aug-2016,8629.15,22175.92,6.5,6,6.55,5,67.194
,21-Aug-2016,wh,wh,wh,wh,wh,wh,wh
,20-Aug-2016,,,6.5,6,6.5,4.9,
,19-Aug-2016,8666.9,22296.27,6.5,6,6.5,5,66.9296
,18-Aug-2016,8673.25,22195.72,6.5,6,6.5,5,66.7939
,17-Aug-2016,8624.05,21837.38,6.5,6,,,
,16-Aug-2016,8642.55,21815.64,6.5,6,6.6,5.4,66.8983
,15-Aug-2016,,,6.5,6,,,
,14-Aug-2016,wh,wh,wh,wh,wh,wh,wh
,13-Aug-2016,,,6.5,6,,,
,12-Aug-2016,8672.15,21757.34,6.5,6,6.65,5,66.8252
,11-Aug-2016,8592.15,21323.56,6.5,6,6.65,5.25,66.8571
,10-Aug-2016,8575.3,21358.92,6.5,6,6.65,5.45,66.7442
,09-Aug-2016,8678.25,21653.84,6.5,6,6.8,5.25,66.9633
,08-Aug-2016,8711.35,21656.54,6.5,6,6.65,5.25,66.7407
,07-Aug-2016,wh,wh,wh,wh,wh,wh,wh
,06-Aug-2016,,,6.5,6,6.75,4.75,
,05-Aug-2016,8683.15,21643.64,6.5,6,6.5,5.5,66.8141
,04-Aug-2016,8551.1,21208.06,6.5,6,6.6,5.4,66.9447
,03-Aug-2016,8544.85,21244.9,6.5,6,6.75,5.2,66.9368
,02-Aug-2016,8622.9,21375.74,6.5,6,6.55,5,66.7612
,01-Aug-2016,8636.55,21422,6.5,6,6.55,5,66.7412
,31-Jul-2016,wh,wh,wh,wh,wh,wh,wh
,30-Jul-2016,,,6.5,6,6.25,4.9,
,29-Jul-2016,8638.5,21678.51,6.5,6,6.9,5,67.034
,28-Jul-2016,8666.3,21816.9,6.5,6,6.6,5.45,67.055
,27-Jul-2016,8615.8,21762.45,6.5,6,6.6,5,67.2362
,26-Jul-2016,8590.65,21570.08,6.5,6,6.55,5,67.368
